Date,Actual_Return,HS_VaR_99,HS_ES_99,Param_VaR_99,Param_ES_99,MC_GARCH_VaR_99,MC_GARCH_ES_99
2021-01-22,-0.0039367069592031,-0.030657643098543453,-0.0526106704164382,-0.018917076703202664,-0.021730350866887974,-0.01110621515453295,-0.012605950430511229
2021-01-25,0.0048327351484314,-0.030657643098543453,-0.0526106704164382,-0.018934299937481077,-0.021748057055589628,-0.010736811465029155,-0.01172132113826824
2021-01-26,-0.0002792182471332,-0.030657643098543453,-0.0526106704164382,-0.018928302604222923,-0.021740075128034966,-0.010640684832502396,-0.012684313280447154
2021-01-27,-0.0109225604606523,-0.030657643098543453,-0.0526106704164382,-0.018933129526310426,-0.021744167219483555,-0.010643581509211587,-0.011932556639684132
2021-01-28,0.0016904372198814,-0.030657643098543453,-0.0526106704164382,-0.01898701607902455,-0.02180312913978079,-0.012882939038106035,-0.015127848026571503
2021-01-29,-0.0094458556583085,-0.030657643098543453,-0.0526106704164382,-0.018986694387593987,-0.021802831885416797,-0.012932368752112013,-0.015192716601725203
2021-02-01,0.0112760282209636,-0.030657643098543453,-0.0526106704164382,-0.01903654285373316,-0.021856214719676952,-0.015541293974126154,-0.01863825521032056
2021-02-02,0.0039342399509757,-0.030657643098543453,-0.0526106704164382,-0.019040387761797856,-0.02186462201108901,-0.017055350729488782,-0.019571780405807003
2021-02-03,-0.0003060361012424,-0.030657643098543453,-0.0526106704164382,-0.01902421181103853,-0.02184830621795569,-0.01516322316183911,-0.017340723200566274
2021-02-04,0.0012349041386723,-0.030657643098543453,-0.0526106704164382,-0.01902535770646914,-0.021849469364669253,-0.013797105080932858,-0.016677327457311826
2021-02-05,0.0028304574130023,-0.030657643098543453,-0.0526106704164382,-0.019018671320428792,-0.021842648727944187,-0.013232830941039804,-0.01543709085489477
2021-02-08,0.0055144641375376,-0.030657643098543453,-0.0526106704164382,-0.01901886625188692,-0.02184233504779241,-0.012488492837075739,-0.014128532939329249
2021-02-09,0.002025571467029,-0.030657643098543453,-0.0526106704164382,-0.019014707322927045,-0.021839240244992467,-0.011359923287223654,-0.013006714162768529
2021-02-10,0.0014941975064031,-0.030657643098543453,-0.0526106704164382,-0.01901450152340753,-0.021839057598113165,-0.010109414179606832,-0.011660241375300556
2021-02-11,-5.98831942285054e-05,-0.030657643098543453,-0.0526106704164382,-0.019014537905474943,-0.021837678257098214,-0.010059597489676496,-0.011975117909346859
2021-02-12,0.0005033445000151,-0.030657643098543453,-0.0526106704164382,-0.019018939300226165,-0.021841700418527815,-0.009067972590501138,-0.010602206652563794
2021-02-16,-0.0028055254481719,-0.030657643098543453,-0.0526106704164382,-0.019018596006093264,-0.021841357926287594,-0.009640262738658364,-0.011415635190909912
